Company,ISIN,Country,Publication date,Claim full compliance,Name of Auditor,Report link,SASB industry (SICS® Industries)
SSAB ,SE0000171100,Sweden,2025-03-20,TRUE,EY,https://mb.cision.com/Main/980/4121762/3332561.pdf,Iron & Steel Producers
Subsea 7,LU0075646355,Luxembourg,2025-03-21,TRUE,EY,https://www.subsea7.com/content/dam/subsea7-corporate2018/annual-report-2024/annual-report-2024.pdf,Oil & Gas – Services
Technip Energies,NL0014559478,Netherlands,2025-03-10,TRUE,PwC,https://investors.technipenergies.com/static-files/4471cfe8-586a-463f-ac60-19e7c6c2ccbc,Engineering & Construction Services
Tecnotree Corporation,FI4000570890,Finland,2025-02-26,TRUE,Tietotili Audit,https://mb.cision.com/Main/15858/4118736/3320368.pdf,Telecommunication Services
Tele2,SE0005190238,Sweden,2025-04-03,TRUE,KPMG,https://www.tele2.com/files/Main/3372/4130047/tele2-annual-and-sustainability-report-2024.pdf,Telecommunication Services
Telecom Italia,IT0003497168,Italy,2025-03-24,TRUE,EY,https://www.gruppotim.it/content/dam/gt/investitori/doc---report-finanziari/2024/Annual%20report%202024.pdf,Telecommunication Services
Tenaris,LU2598331598,Luxembourg,2025-04-01,TRUE,PwC,https://ir.tenaris.com/static-files/aeff70a1-b470-4981-8c5a-6a601946ebbd,Iron & Steel Producers
TGS NOPEC Geophysical Co,NO0003078800,Norway,2025-03-21,TRUE,KPMG,https://www.tgs.com/hubfs/Financial%20Reports/Annual%20Reports/2024%20Annual%20Report/TGS%202024%20Annual%20Report.pdf,Oil & Gas – Services
Thales,FR0000121329,France,2025-04-08,TRUE,PwC,https://www.thalesgroup.com/sites/default/files/database/document/2025-04/Universal%20Registration%20Document%202024%20-%20Thales_0.pdf,Aerospace & Defence
TOMRA Systems,NO0012470089,Norway,2025-03-21,TRUE,PwC,https://www.tomra.com/-/media/project/tomra/tomra/investor-relations/annual-reports/annual-report-2024.pdf,Industrial Machinery & Goods
TORM,GB00BZ3CNK81,United Kingdom,2025-03-07,TRUE,EY,https://s202.q4cdn.com/126069760/files/doc_financials/2024/ar/TORM-Annual-Report-2024.pdf,Oil & Gas – Midstream
Umicore,BE0974320526,Belgium,2025-03-21,TRUE,EY,https://www.umicore.com/en/files/secure-documents/f80f2918-ed1f-4461-9f59-d6ef5aa9f7a5.pdf,Chemicals
Unibel,FR0000054215,France,2025-04-15,TRUE,PwC & Grant Thornton,https://www.groupe-bel.com/wp-content/uploads/2025/04/bel-rafi-2024-vdef-en.pdf,"Meat, Poultry & Dairy"
Unicaja Banco,ES0180907000,Spain,2025-02-27,TRUE,KPMG,https://www.unicajabanco.com/content/dam/unicaja/unicaja-corporacion/documentos-corporacion/inversores-y-accionistas/cuentas-anuales-auditadas/cuentas-anuales-consolidadas-2024-en.pdf,Commercial Banks
Unifieldpost Group,BE0974371032,Belgium,2025-04-17,TRUE,BDO,https://investors.unifiedpostgroup.com/static-files/b44551f7-3ad6-4037-b984-5acc801243c5,Software & IT Services
Vaisala,FI0009900682,Finland,2025-03-03,TRUE,PwC,https://www.vaisala.com/sites/default/files/documents/Vaisala-Governance-and-financial-review-2024.pdf,Electrical & Electronic Equipment
Vallourec,FR0013506730,France,2025-03-27,TRUE,EY,https://www.vallourec.com/app/uploads/2025/04/VALLOUREC_URD_2024_EN.pdf,Iron & Steel Producers
Van Lanschot,NL0000302636,Netherlands,2025-02-27,TRUE,PwC,https://www.vanlanschotkempen.com/-/media/files/documents/corporate/investor-relations-en/financial-results/2024/annual-report/2024-annual-report---pdf.ashx,Asset Management & Custody Activities
Var Energi,NO0011202772,Norway,2025-03-31,TRUE,PwC,https://mb.cision.com/Main/21086/4135588/3388247.pdf,Oil & Gas – Exploration & Production
Veidekke,NO0005806802,Norway,2025-03-24,TRUE,EY,https://mb.cision.com/Main/17348/4122653/3337734.pdf,Engineering & Construction Services
Vienna Insurance Group,AT0000908504,Austria,2025-04-28,TRUE,KPMG,https://group.vig/media/i1jnojwq/2024-vig-group-annual-report.pdf,Insurance
Viking Line,FI0009005250,Finland,2025-03-28,TRUE,PwC,https://mb.cision.com/Main/13658/4124290/3352999.pdf,Marine Transportation
Virdien,FR001400PVN6,France,2025-03-06,TRUE,EY,https://www.viridiengroup.com/sites/default/files/2025-03/viridien_universal_registration_document_2024.pdf,Software & IT Services
Koninklijke Vopak,NL0009432491,Netherlands,2025-02-19,TRUE,Deloitte,https://www.vopak.com/system/files/Vopak%20Annual%20Report%202024.pdf,Oil & Gas – Midstream
VR Yhthyma,n.a.,Finland,2025-03-26,TRUE,KPMG,https://2024.vrgroupraportti.fi/en/pdf/VR-Annual-Report-2024.pdf,Rail Transportation
Wallenius Wilhelmsen,NO0010571680,Norway,2025-03-21,TRUE,EY,https://www.walleniuswilhelmsen.com/storage/images/Investor-relations/WAWI_2024-Annual-report.pdf,Marine Transportation
Warehouse de Pauw,BE0974349814,Belgium,2025-03-30,TRUE,Deloitte,https://wdp.eu/actions/site-module/asset-download/download?id=218903,Real Estate
Westwing Group SE,DE000A2N4H07,Germany,2025-03-27,TRUE,PwC,https://ir-api.eqs.com/media/document/b7b0ae33-7a26-40de-8917-5cc8fe4da4b8/assets/Westwing_GB_2024_EN.pdf?disposition=inline,E-Commerce
XXL,NO0013293142,Norway,2025-04-29,TRUE,PwC,https://www.xxlasa.com/wp-content/uploads/2025/04/XXL-ASA-Annual-Report-2024.pdf,Toys & Sporting Goods
Yara International,NO0010208051,Norway,2025-03-21,TRUE,Deloitte,https://www.yara.com/siteassets/investors/057-reports-and-presentations/annual-reports/2024/yara-integrated-report-2024.pdf,Chemicals
Zagrebacka Banka DD,HRZABARA0009,Croatia,2025-02-18,TRUE,KPMG,https://www.zaba.hr/home/med/dok/9028/annual-report-for-2024.pdf,Commercial Banks
Heineken Holding,NL0000008977,Netherlands,2025-02-20,TRUE,Deloitte,https://www.heinekenholding.com/sites/heinekenholding-v2/files/2025-02/heineken-holding-nv-annual-report-2024-final-20250219.pdf,Alcoholic Beverages
Unicredit Bank Austria,n.a.,Austria,2025-02-11,TRUE,KPMG,https://www.bankaustria.at/files/gb2024_en.pdf,Commercial Banks
Gestamp Automocion,ES0105223004,Spain,2025-03-08,TRUE,EY,https://www.gestamp.com/Gestamp11/media/GestampFiles/Shareholders%20Investors/Economic%20Financial%20information/Annual%20Information/2024/Consolidadas/Cuentas-anuales-consolidadas-con-Informe-2024.pdf?ext=.pdf,Auto Parts
Ebro Foods,ES0112501012,Spain,2025-03-26,TRUE,EY,https://www.ebrofoods.es/wp-content/uploads/2025/05/Consolidated-Annual-Financial-Report-2024-WEB.pdf,Processed Foods
Raute,FI0009004741,Finland,2025-03-18,TRUE,PwC,https://materials.raute.com/file/dl/i/MyE5Kw/p4LkkSfhg3E4UlcapZK9Iw/RauteCorporationFinancialStatements2024.pdf?t=1742984406,Industrial Machinery & Goods
Covivio Hotels,FR0000060303,France,2025-03-18,TRUE,EY,https://www.covivio-hotels.fr/wp-content/uploads/sites/8/2025/05/COV2024_COVIVIO_HOTELS_URD_EN_MEL_250430.pdf,Real Estate
Crédit agricole assurances,n.a.,France,2025-04-30,TRUE,PwC & Forvis Mazars,https://www.ca-assurances.com/wp-content/uploads/CAA-2024-Universal-Registration-Document.pdf,Insurance
Alandsbanken,FI0009000103,Finland,2025-02-25,TRUE,KPMG,https://www.alandsbanken.fi/uploads/pdf/result/arsredovisn2024en.pdf,Commercial Banks
GEK Terna Holding Real Estate Construction,GRS145003000,Greece,2025-04-29,TRUE,Grant Thornton,https://www.gekterna.com/wp-content/uploads/2025/06/gekterna_fs_notes_31-12-2024_en.pdf,Engineering & Construction Services
METLEN Energy & Metals (Mytilineos Holdings),GRS393503008,Greece,2025-03-13,TRUE,PwC,https://www.metlengroup.com/media/pooiu4em/iar_2024_metlen_en.pdf,Engineering & Construction Services
OTP Bank,HU0000061726,Hungary,2025-04-25,TRUE,EY,https://www.otpgroup.info/static/sw/file/250425_Integrated_report_e_final_093.pdf,Commercial Banks
Dürr,DE0005565204,Germany,2025-03-28,TRUE,Deloitte,https://www.durr-group.com/fileadmin/durr-group.com/Investors/Downloads/Reports/2024/annual-report-2024-EN.pdf,Industrial Machinery & Goods
Gedeon Richter,HU0000123096,Hungary,2025-04-29,TRUE,Deloitte,https://www.gedeonrichter.com/-/media/sites/hq/documents/investors/financial-reports/annual-report/en/2024/annual-report-2024-nonofficial.pdf,Biotechnology & Pharmaceuticals
MOL Hungarian Oil & Gas,HU0000153937,Hungary,2025-01-17,TRUE,Deloitte,https://molgroup.info/storage/documents/publications/annual_reports/2024/integrated-annual-report-2024-eng.pdf,Oil & Gas – Exploration & Production
RTL Group,LU0061462528,Luxembourg,2025-04-30,TRUE,KPMG,https://company.rtl.com/export/sites/rtlunited/.galleries/downloads/general_meeting/agm2025/4.-AGM-2025-Annual-Report-2024.pdf,Media & Entertainment
SES,LU0088087324,Luxembourg,2025-03-05,TRUE,PwC,https://www.ses.com/sites/default/files/2025-03/SES_AnnualReport24_4MAR25_final.pdf,Telecommunication Services
Nexans,FR0000044448,France,2025-03-27,TRUE,PwC,https://www.nexans.com/app/uploads/2025/04/urd-2024-en-v3.pdf,Electrical & Electronic Equipment
Mersen,FR0000039620,France,2025-04-10,TRUE,Grant Thornton,https://www.mersen.com/sites/default/files/medias/financial_results/2025-04/2025-03-urd-en-mersen-universal-registration-document.pdf,Electrical & Electronic Equipment
Bollore,FR0000039299,France,2025-05-20,TRUE,Deloitte & Grant Thornton,https://www.bollore.com/bollo-content/uploads/2025/05/0520_boll24t035_urd_gb_2024_mel.pdf,Air Freight & Logistics
Altareit,FR0000039216,France,2025-03-19,TRUE,Forvis Mazars & EY,https://www.altareit.com/wp-content/uploads/2025/04/Altareit-URD-2024.pdf,Real Estate
Robertet,FR0000039091,France,2025-05-02,TRUE,KPMG,https://www.actusnews.com/fr/telechargement/robertet/2025/05/02/open/91482-robertet-rfa-complet-2024_eng_vdef_publication-du-02_05_2025.pdf,Chemicals
Surteco Group,DE0005176903,Germany,2025-05-29,TRUE,Baker Tilly,https://ir-api.eqs.com/media/document/f2663dba-bb06-47c8-8b22-d7090a6c5ee5/assets/DE0005176903-JA-2024-EQ-E-00.pdf?disposition=inline,Construction Materials
Bechtle,DE0005158703,Germany,2025-03-14,TRUE,Deloitte,https://www.bechtle.com/dam/jcr:f7605839-67f3-4064-a1ea-e109b3f7c2ce/bechtle_ag_annual_report_2024.pdf,Software & IT Services
Proximus,BE0003810273,Belgium,2025-03-14,TRUE,Deloitte,https://www.proximus-cdn.com/dam/jcr:2ed29a65-14cf-4b37-829f-e9c65047fe91/proximus-integrated-annual-report-2024-v1.1_en.pdf,Telecommunication Services
Exmar,BE0003808251,Belgium,2025-04-17,TRUE,Deloitte,https://exmarannualreport.clients.dms.be/sites/all/themes/exmar_yearreport/flipbooks/en/files/assets/common/downloads/EXMAR%20report%202024.pdf?uni=6aeafb4208a5dd0d741ab0cc44f92968,Marine Transportation
YIT,FI0009800643,Finland,2025-03-07,TRUE,EY,https://www.yitgroup.com/siteassets/investors/annual-reports/2024/yit-annual-review-2024.pdf,Home Builders
Metso,FI0009014575,Finland,2025-03-26,TRUE,EY,https://www.metso.com/globalassets/investors/reports/2024/metso-financial-review-2024.pdf,Industrial Machinery & Goods
Hexagon Composites,NO0003067902,Norway,2025-03-28,TRUE,EY,https://s3.eu-central-1.amazonaws.com/hexagonassets/Hexagon-Composites-Annual-and-Sustainability-report-2024.pdf,Industrial Machinery & Goods
Bank Handlowy w Warszawie,PLBH00000012,Poland,2025-03-12,TRUE,n.a.,https://www.citibank.pl/poland/homepage/english/financial-results.htm,Commercial Banks
MedLife,ROMEDLACNOR6,Romania,2025-03-26,TRUE,Deloitte,https://www.medlife.ro/sites/default/files/2025-03/2024%20Annual%20Report-combined.pdf,Medical Equipment & Supplies
Sphera Franchise Group,ROSFGPACNOR4,Romania,2025-03-25,TRUE,EY,https://spheragroup.com/wp-content/uploads/2025/04/SFG_2024FY_EN_SML-1.pdf,Restaurants
SN Nuclearelectrica,ROSNNEACNOR8,Romania,2025-03-18,TRUE,n.a.,https://nuclearelectrica.ro/ir/wp-content/uploads/sites/3/2025/03/SNN_EN_Raport_CA_Anual_2024_all.pdf,Electric Utilities & Power Generators
OMV Petrom,ROSNPPACNOR9,Romania,2025-04-24,TRUE,KPMG,https://www.omvpetrom.com/services/downloads/00/omvpetrom.com/1522266925972/omv-petrom-group-2024-annual-report-including-consolidated-financial-statements.pdf,Oil & Gas – Exploration & Production
KRKA tovarna zdravil d.d. Novo mesto,SI0031102120,Slovenia,2025-04-10,TRUE,KPMG,https://www.krka.biz/_assets/Annual-Report-2024.pdf,Biotechnology & Pharmaceuticals
Telecom Slovenije,SI0031104290,Slovenia,2025-04-17,TRUE,Deloitte,https://www.telekom.si/media/iawdobez/annual_report_of_the_tsg_and_ts_2024.pdf,Telecommunication Services
Grenevia (ex. Famur),PLFAMUR00012,Poland,2025-04-24,TRUE,BDO,https://grenevia.com/wp-content/uploads/2025/04/FY2024-standalone-report.pdf,Industrial Machinery & Goods
Banco Popolare de Sondrio,IT0000784196,Italy,2025-04-30,TRUE,EY,https://istituzionale.popso.it/sites/default/files/documents/Annual%20Report%202024.pdf,Commercial Banks
Interpump Group,IT0001078911,Italy,2025-05-09,TRUE,PwC,https://www.interpumpgroup.it/sites/default/files/documents/ip_2024_annual_report_9_may_2025_1.pdf,Industrial Machinery & Goods
Cembre,IT0001128047,Italy,2025-04-29,TRUE,EY,https://cdn.cembre.com/en/documents/relazione-finanziaria-annuale-2024?_gl=1*sn8nzt*_ga*NTU2NjA2OTkuMTc0ODk1NzAwOQ..*_ga_BPH14NCP2Y*czE3NDg5NTcwMDYkbzEkZzAkdDE3NDg5NTcwMDkkajYwJGwwJGgxMDMyMTM4MDky,Electrical & Electronic Equipment
S Immo,AT0000652250,Austria,2025-03-25,TRUE,EY,https://www.simmoag.at/fileadmin/redakteur/Investor_Relations/Berichte/2024/S-IMMO-AG-Annual-Report-2024.pdf,Real Estate Services
Komernci banka,CZ0008019106,Czech Republic,2025-03-20,TRUE,KPMG,https://www.kb.cz/getmedia/9c7d4c2f-508b-4088-893e-7469b54d00d3/KB-Annual-Report-2024.pdf,Commercial Banks
Bouygues,FR0000120503,France,2025-03-25,TRUE,Forvis Mazars & EY,https://www.bouygues.com/wp-content/uploads/2025/04/bouygues_deu_2024_uk.pdf,Engineering & Construction Services
Eurobank Ergasias,GRS323003012,Greece,2025-03-07,TRUE,KPMG,https://www.eurobank.gr/-/media/eurobank/omilos/enimerosi-ependuton/navigational/oikonomika-apotelesmata/oikonomikes-katastaseis-2024/annual-financial-report-dec-2024.pdf,Commercial Banks
National Bank of Greece,GRS003003035,Greece,2025-03-13,TRUE,PwC,https://www.nbg.gr/-/jssmedia/Files/Group/enhmerwsh-ependutwn/Annual_Financial_Reports/Annual-Financial-Report-2024-EN.pdf?rev=86f2f4bda078404f8100e9353f66e679,Commercial Banks
Ellaktor,GRS191213008,Greece,2025-05-29,TRUE,Grant Thornton,https://ellaktor.com/wp-content/uploads/2025/05/ELLAKTOR-GROUP_Annual-Financial-Report-31.12.2024.pdf,Engineering & Construction Services
BPER Banca,IT0000066123,Italy,2025-06-03,TRUE,Deloitte,https://group.bper.it/documents/133577364/2792002767/2024+Annual+Reports_PDF.pdf/2669889b-b3fd-9bbb-c132-fbb2e3a6e238?version=1.0&t=1748679751228&download=true,Commercial Banks
Hornbach,DE0006083405,Germany,2025-05-21,TRUE,Deloitte,https://www.hornbach-holding.de/media/document/b4a74bac-db48-4605-8edb-1cc369cb7b6a/assets/20250521_HH_GB_EN.pdf,Building Products & Furnishings
DocMorris (ex. Zur Rose Group),CH0042615283,Switzerland,2025-03-12,TRUE,EY,https://ir-corporate.docmorris.com/media/document/2c68f43c-2be5-4b99-a4a7-a618bf0d221a/assets/Annual_Report_Sustainability_2024_Web_en.pdf?disposition=inline,Drug Retailers
Adler Group (ex. ADO Properties),LU1250154413,Luxembourg,2025-04-29,TRUE,Rödl & Partner GmbH,https://www.adler-group.com/fileadmin/web/docs/IR/Publikationen/2024/ag_Q4-2024_en_single.pdf,Real Estate
Erbud Group,PLERBUD00012,Poland,2025-03-26,TRUE,PwC,https://esg.erbud.pl/wp-content/uploads/2025/06/ERBUD-CG-Operations-Report_2024_EN.pdf,Engineering & Construction Services
KRUK,PLKRK0000010,Poland,2025-03-27,TRUE,PwC,https://en.kruk.eu/media/article/file/cgkruk2024dro-27-03-2025-v4.pdf,Professional & Commercial Services
QIAGEN,NL0015001WM6,Netherlands,2025-03-31,TRUE,KPMG ,https://www.qiagen.com/-/media/project/qiagen/qiagen-home/about-qiagen-website/annual-results-2024/docs/2024-ifrs-annual-report.pdf?la=en-ca,Biotechnology & Pharmaceuticals
Assicurazioni Generali,IT0000062072,Italy,2025-03-31,TRUE,KPMG,https://www.generali.com/doc/jcr:259c5d6e-46f7-4a43-9512-58e5dcbd2a56/lang:en/Annual%20Integrated%20Report%20and%20Consolidated%20Financial%20Statements%202024_Generali%20Group_final_interactive.pdf,Insurance
Frequentis,ATFREQUENT09,Austria,2025-04-25,TRUE,BDO,https://www.frequentis.com/sites/default/files/support/2025-04/Frequentis_Annual_Report_2024.pdf,Aerospace & Defence
Fluidra,ES0137650018,Spain,2025-03-28,TRUE,EY,https://www.fluidra.com/pdf-viewer.php?file=https://www.fluidra.com/wp-content/uploads/2025/03/3.-Integrated-Report_ENG_vFinal-ENG.pdf,Electrical & Electronic Equipment
Snam,IT0003153415,Italy,2025-04-10,TRUE,Deloitte,https://www.snam.it/content/dam/snam/pages-attachments-search/en/documenti/bilanci-annuali/2024/annual_report_2024.pdf,Gas Utilities & Distributors
Fluxys,BE0974265945,Belgium,2025-03-27,TRUE,EY,https://www.fluxys.com/en/about-us/fluxys-belgium/investors#documentPreview=24,Gas Utilities & Distributors
Italgas,IT0005211237,Italy,2025-03-10,TRUE,Deloitte,https://www.italgas.it/wp-content/uploads/sites/2/2025/03/Italgas-Integrated-Annual-Report-2024.pdf,Gas Utilities & Distributors
Redeia (ex. Red Eléctrica de España),ES0173093024,Spain,2025-02-26,TRUE,EY,https://www.redeia.com/sites/default/files/publication/2025/06/downloadable/Redeia_Consolidated_Annual_Accounts_2024_24jun.pdf,Electric Utilities & Power Generators
Naturgy Energy Group,ES0116870314,Spain,2025-02-19,TRUE,KPMG,https://stproportalcorporativo.blob.core.windows.net/uploads/2025/03/PACK_CONSO_2024_CNMV_ENG.pdf,Gas Utilities & Distributors
Astarta Holding,NL0000686509,Netherlands,2025-04-24,TRUE,Kreston Ioannou & Theodoulou Ltd,https://astartaholding.com/wp-content/uploads/2025/04/2024-annual-report.pdf,Agricultural Products
Ubisoft,FR0000054470,France,2025-06-19,TRUE,Forvis Mazars,https://staticctf.ubisoft.com/8aefmxkxpxwl/2jOPqNEzotGX0odqDUt5jr/57f0ba952c3be14b38ba97a02b17c119/Ent_AGM_2025.07.10_URD_GB_Interactif_def.pdf,Software & IT Services
CCC,PLCCC0000016,Poland,2025-04-28,TRUE,EY,https://corporate.ccc.eu/en/download/pobierz/consolidated-directors-report-of-the-ccc-group-for-the-fiscal-year-2024,"Apparel, Accessories & Footwear"
Aker,NO0010234552,Norway,2025-04-04,TRUE,PwC,https://akerasa.ams3.cdn.digitaloceanspaces.com/images/Aker-ASA-Annual-Report-2024_2025-04-04-091014_fsgi.pdf,Asset Management & Custody Activities
Aker Horizons,NO0010921232,Norway,2025-04-03,TRUE,PwC,https://akerhorizons.com/wp-content/uploads/2025/04/Aker_Horizons_Annual_Report_2024.pdf,Asset Management & Custody Activities
Solstad Offshore,NO0003080608,Norway,2025-04-01,TRUE,EY,https://www.solstad.com/wp-content/uploads/2025/04/SOFF_Annual-report_2024.pdf.pdf,Marine Transportation
Bpifrance,n.a.,France,2025-03-25,TRUE,KPMG & Forvis Mazars,https://www.bpifrance.fr/download/media-file/84330,Investment Banking & Brokerage
Alstom,FR0010220475,France,2025-05-28,TRUE,PwC & Forvis Mazars,https://www.alstom.com/sites/alstom.com/files/2025/06/23/20250528_Universal_Registration_Document_EN.pdf,Industrial Machinery & Goods
Agrana,AT000AGRANA3,Austria,2025-05-09,TRUE,KPMG,https://www.agrana.com/fileadmin/inhalte/agrana_group/annual_reports/2024_25/AGRANA_Annual_Report_2024_25_EN.pdf,Processed Foods
AF Gruppen,NO0003078107,Norway,2025-05-07,TRUE,PwC,https://www.afgruppen.com/4a1e5b/siteassets/investor-en-dokumenter/annual-reports/af_annual-report_2024_web.pdf,Engineering & Construction Services
Altarea,FR0000033219,France,2025-04-09,TRUE,EY & Forvis Mazars,https://www.altarea.com/wp-content/uploads/2025/04/COG_ALTAREA_URD_2024_EN_MEL_25_04_09.pdf,Real Estate
Alten,FR0000071946,France,2025-04-25,TRUE,KPMG & Grant Thornton,https://alten.fr.digital-report.net/en/report/4168#title_2248355&pdf_open=true&page=1,Professional & Commercial Services
ASTM,IT0000084027,Italy,2025-04-23,TRUE,PwC,https://www.astm.it/wp-content/uploads/2025/04/ASTM_Annual_Report_2024_English.pdf,Engineering & Construction Services
Austevoll Seafood,NO0010073489,Norway,2025-04-30,TRUE,PwC,https://www.auss.no/media/1627/auss-annual-report-2024-250430.pdf,"Meat, Poultry & Dairy"
Banca Monte dei Paschi Siena,IT0005508921,Italy,2025-04-17,TRUE,PwC,https://www.gruppomps.it/static/upload/ann/annual-report_31-12-2024.pdf,Commercial Banks
Banca Popolare di Sondrio,IT0000784196,Italy,2025-04-08,TRUE,EY,https://istituzionale.popso.it/sites/default/files/documents/Annual%20Report%202024_0.pdf,Commercial Banks
Banco de Sabadell,ES0113860A34,Spain,2025-02-10,TRUE,KPMG,https://www.grupbancsabadell.com/memoria2024/en/pdf/annual-report.pdf,Commercial Banks
Bausparkasse Schwäbisch Hall,n.a.,Germany,2025-03-01,TRUE,PwC,https://www.schwaebisch-hall.de/content/dam/dambsh/unternehmen/investor-relations/BSH_FinancialReport2024.pdf,Consumer Finance
Befesa,LU1704650164,Luxembourg,2025-04-30,TRUE,KPMG,https://images.befesa.com/media/2025/04/Befesa__Annual_Report_2024-68112577a748f.pdf,Waste Management
Brembo,IT0005252728,Italy,2025-03-18,TRUE,Deloitte,https://brem-p-001.sitecorecontenthub.cloud/api/public/content/117e62c65cd64f3e9ab28731f922ee6e?v=4a68a80a,Auto Parts
Buzzi Unicem,IT0001347308,Italy,2025-06-05,TRUE,PwC,https://www.buzziunicem.it/documents/20143/0/Annual%20Report%202024/cdc4b07e-6667-9d9b-bc1d-f45d0ded094a?version=1.10,Construction Materials
Carel Industries,IT0005331019,Italy,2025-03-31,TRUE,Deloitte,https://ir.carel.com/php/getFile.php?id=1531,Electrical & Electronic Equipment
CIE Automotive,ES0105630315,Spain,2025-04-07,TRUE,KPMG,https://www.cieautomotive.com/documents/125060/1372831/2024+CIE+CONSO+EN.pdf/5cbaa323-ce22-faa8-7cf8-307e2cf95ebe?t=1740648338601,Auto Parts
Construcciones y Auxiliar de Ferrocarriles (CAF),ES0121975009,Spain,2025-02-26,TRUE,EY,https://admin.cafmobility.com/uploads/CAF_2024_english_764e86c619.pdf,Industrial Machinery & Goods
DeLonghi Group,IT0003115950,Italy,2025-04-07,TRUE,PwC,https://www.delonghigroup.com/sites/default/files/Annual%20financial%20report%202024_courtesy%20copy%20%282%29_1.pdf,Appliance Manufacturing
Deme Group,BE0974413453,Belgium,2025-03-24,TRUE,EY,https://www.deme-group.com/sites/default/files/2025-03/DEME_Annual%20Report%202024_EN_Annual%20Report.pdf,Engineering & Construction Services
Eiffage,FR0000130452,France,2025-06-13,TRUE,KPMG & Forvis Mazars,https://eiffage-document-enregistrement-universel.fr.digital-report.net/en/report/4879#title_2543312&pdf_open=true&page=1,Engineering & Construction Services
Electricite de France (EDF),FR0010242511,France,2025-03-27,TRUE,KPMG & PwC,https://www.edf.fr/sites/groupe/files/2025-05/edf-urd-annual-financial-report-2024-en-accessible.pdf,Electric Utilities & Power Generators
Emeis Group (ex. ORPEA),FR001400NLM4,France,2025-04-30,TRUE,Deloitte & Forvis Mazars,https://www.emeis.com/system/files/medias/documents/emeisdeu2024ukmel.pdf,Health Care Delivery
Fagron,BE0003874915,Belgium,2025-03-06,TRUE,Deloitte,https://d84823jj91l2.cloudfront.net/fagron/uploads/sites/8/2025/03/28151132/Annual-report-2024-1.pdf,Biotechnology & Pharmaceuticals
Euroclear,n.a.,Belgium,2025-05-06,TRUE,Deloitte,https://www.euroclear.com/content/dam/euroclear/investor-relations/annual-reports/2024/Euroclear%20SA-NV%20Consolidated%20Annual%20Report%202024%20-%20English.pdf,Security & Commodity Exchange
Ferrovie dello stato Italiane,n.a.,Italy,2025-07-04,TRUE,PwC,https://www.fsitaliane.it/content/dam/fsitaliane/en/Documents/investor-relations/financial-statements/2024/FS_ENG_RFA_2024_ANNUAL_FINANCIAL_REPORT.pdf,Rail Transportation
Fiera Milano,IT0003365613,Italy,2025-04-10,TRUE,PwC,https://www.fieramilano.it/content/dam/fieramilano/documenti/lp-investor-relations/documenti/2025/FM-Relazione-Finanziaria-Annuale_2024_totale_ENG_07.pdf,Professional & Commercial Services
Fincantieri SPA,IT0005599938,Italy,2025-04-10,TRUE,Deloitte,https://www.fincantieri.com/globalassets/investor-relations/bilanci-e-relazioni/2024/fincantieri-annual-report-2024-versione-in-formato-pdf-volontaria.pdf,Industrial Machinery & Goods
Greenyard NV,BE0003765790,Belgium,2025-06-18,TRUE,KPMG,https://www.greenyard.group/dam/jcr:a4034401-8b2d-4c6b-8911-45f904429c3a/GY_AR_2024-25_EN.pdf,Processed Foods
Grupo Antolin,n.a.,Spain,2025-04-24,TRUE,KPMG,https://www.antolin.com/sites/default/files/2024_integrated_report_antolin_0.pdf,Auto Parts
Grupo Catalana Occidente,ES0116920333,Spain,2025-02-27,TRUE,PwC,https://www.gco.com/doc/eng/gco/consolidated-annual-report/informe_financiero_anual_consolidado_eng_2024.pdf,Insurance
Hera,IT0001250932,Italy,2025-03-31,TRUE,KPMG,https://eng.gruppohera.it/documents/1514726/63964465/Hera%20Consolidated%20financial%20statements%202024.pdf/24ab4e69-8a78-e866-ec13-bc2e2419ee89,Gas Utilities & Distributors
Ibercaja Banco Group,n.a.,Spain,2025-03-06,TRUE,EY,https://www.ibercaja.com/resources/documentos/ref08373_ccaa2024-cc-cnmv-informes-ingles.pdf,Commercial Banks
CPI Europe,n.a.,Austria,2025-03-28,TRUE,EY,https://graph.cpi-europe.com/api/v1/attachment/67e6f04a9bffff54be0470e9/download/en,Real Estate
Innofactor,FI0009007637,Finnland,2025-03-31,TRUE,EY,https://www.innofactor.com/globalassets/documents/investor-page-documents/annual-reports/innofactor-plc-annual-report-2024.pdf,Software & IT Services
Inter Cars Group,PLINTCS00010,Poland,2025-04-29,TRUE,KPMG,https://inwestor.intercars.com.pl/files//raporty/roczne/2024/MANAGEMENT_BOARDS_REPORT_ON_THE_ACTIVITIES.pdf,Multiline and Specialty Retailers & Distributors
Ipsos,FR0000073298,France,2025-04-11,TRUE,Forvis Mazars & Grant Thornton,https://www.ipsos.com/sites/default/files/%5BEN_US%5D%20IPSOS%20-%20DEU%202024.12%20-%20Final.pdf,Advertising & Marketing
Kreditanstalt für Wiederaufbau (KfW),n.a.,Germany,2025-03-11,TRUE,Deloitte,https://www.kfw.de/PDF/Download-Center/Finanzpublikationen/PDF-Dokumente-Berichte-etc/3_Finanzberichte/KfW-Finanzbericht-2024-2.pdf,Commercial Banks
